LEA Record ID,Person Number,Date of Stop,Time of Stop,Duration of Stop,Is Stop Made in Response to Call for Service,Information Based Stop,Type Of Stop,Officer Type of Assignment,Location,City,Is Location a K12 Public School,If K12 School Is Stop of a Student,School Name,Education Code Section,Education Code Subdivision,Race Perceived Prior To Stop,Perceived Race or Ethnicity,Perceived Gender,Perceived Gender Nonconforming,Is LGBT,Perceived Age,Person had Limited or No English Fluency,Perceived or Known Disability,City of Residence,Reason for Stop,Reason for Stop Narrative,Traffic Violation Type,Traffic Violation Offense Codes,Suspicion Offense Code,Suspicion SubType,Actions Taken,Basis for Search,Basis for Search Narrative,Basis for Property Seizure,Type of Property Seized,Contraband or Evidence,Other Contraband Desc,Warning Offense Codes,Citation Offense Codes,Result of Stop,In field cite and release Offense Codes,Custodial arrest Offense Codes,LAT,LONG
BPD000022402,1,12/02/2020,21:59,3,false,,Vehicle,"Patrol, traffic enforcement, field operations",2900 block of Telegraph Ave,Berkeley,false,,,,,false,Black/African American,Male,false,false,30,false,None,BERKELEY,Traffic Violation,Traffic,Moving Violation,VC 21453(D) PED AGAINST RED LIGHT/ETC (I),,,24,,,,,None,,VC 21453(D) PED AGAINST RED LIGHT/ETC (I),,Warning (verbal or written),,,37.85726972,-122.2595524
BPD000022393,1,12/02/2020,11:55,5,true,,Pedestrian,"Patrol, traffic enforcement, field operations",2600 block of Telegraph Ave,Berkeley,false,,,,,false,White,Male,false,false,30,false,None,BERKELEY,Reasonable suspicion,"RP flagged me down, identified subject trespasser",,,PC 602 TRESPASSING (M),Witness or victim ID of suspect at the scene,24,,,,,None,,PC 602 TRESPASSING (M),,Warning (verbal or written),,,37.86314183,-122.2584941
BPD000022392,1,12/02/2020,11:52,3,false,,Pedestrian,"Patrol, traffic enforcement, field operations",2400 block of Parker St,Berkeley,false,,,,,true,Black/African American,Male,false,false,35,false,None,BERKELEY,Knowledge of outstanding arrest warrant/wanted person,Suspect in investigation.,,,,,4|16,,,,,None,,,,No action,,,37.86327586,-122.2585404
BPD000022390,1,12/02/2020,05:09,20,true,,Pedestrian,"Patrol, traffic enforcement, field operations",2200 block of Harold Way,Berkeley,false,,,,,true,Hispanic/Latino,Male,false,false,32,false,None,OAKLAND,Reasonable suspicion,Vehicle casing,,,PC 459 BURGLARY (F),Matched suspect description,4|5,,,,,None,,,,No action,,,37.86833482,-122.269585
BPD000022394,1,12/02/2020,11:21,1,false,,Pedestrian,"Patrol, traffic enforcement, field operations",2100 block of Allston Way,Berkeley,false,,,,,true,White,Male,false,false,30,false,None,BERKELEY,Reasonable suspicion,Open can of beer,,,BP 25620 POSS OPEN ALCOHOL:PUBLIC (I),Officer witnessed commission of a crime,4,,,,,Other contraband or evidence,Can of beer,BP 25620 POSS OPEN ALCOHOL:PUBLIC (I),,Warning (verbal or written),,,37.86969415,-122.2661048
BPD000022397,1,12/02/2020,14:35,70,true,,Pedestrian,"Patrol, traffic enforcement, field operations",2500 block of Fulton St,Berkeley,false,,,,,true,White,Male,false,false,40,false,None,BERKELEY,Reasonable suspicion,Subject threatened to rape (V) and force his way onto the property,,,PC 422(A) THRTN CRIME:INT:TERRORIZE (M),Matched suspect description|Witness or victim ID of suspect at the scene|Actions indicative of engaging in a violent crime,4|5|17|18,Officer safety/safety of others,Pat search for weapons prior to 5150 W&I transport,,,None,,,,Psychiatric hold (W&I Code 5150 or 5585.20)|Custodial arrest without warrant,,PC 422(A) THRTN CRIME:INT:TERRORIZE (M) | PC 220 ASLT W/INT COMT RAPE/ETC (F),37.86275118,-122.2647808
BPD000022396,1,12/02/2020,16:48,15,true,,Pedestrian,"Patrol, traffic enforcement, field operations",1500 block of Julia St,Berkeley,false,,,,,true,Black/African American,Male,false,false,40,false,None,BERKELEY,Reasonable suspicion,Rp directed me to detainee,,,AA NA - XX COMMUNITY CARETAKING (X),Other reasonable suspicion of a crime,24,,,,,None,,,,No action,,,37.85460602,-122.277761
BPD000022395,1,12/02/2020,13:50,63,true,,Pedestrian,"Patrol, traffic enforcement, field operations",2100 block of Ashby Ave,Berkeley,false,,,,,true,White,Female,false,false,30,false,None,BERKELEY,Reasonable suspicion,Passerby reported subject suffering MH crisis,,,AA NA - XX COMMUNITY CARETAKING (X),Other reasonable suspicion of a crime,24,,,,,None,,,,No action,,,37.85553387,-122.2640993
BPD000022385,1,12/02/2020,00:01,15,false,,Vehicle,"Patrol, traffic enforcement, field operations",1400 block of Eastshore Hwy,Berkeley,false,,,,,false,White,Male,false,false,30,false,None,BERKELEY,Traffic Violation,Traffic stop,Moving Violation,VC 23109(D) BLOCK/ETC RD:SPEED CONTES (M),,,1|4|5,,,,,None,,,,No action,,,37.87429112,-122.3055728
BPD000022384,1,12/02/2020,00:02,5,false,,Vehicle,"Patrol, traffic enforcement, field operations",1800 block of 2nd St,Berkeley,false,,,,,false,Black/African American,Male,false,false,30,false,None,VALLEJO,Traffic Violation,Unsafe lane change,Moving Violation,VC 21658(A) UNSAFE LANE CHANGE/ETC (I),,,24,,,,,None,,,,No action,,,37.86855194,-122.3023171
BPD000022406,4,12/02/2020,10:14,60,false,,Vehicle,"Patrol, traffic enforcement, field operations",6407 Telegraph Ave,Oakland,false,,,,,false,Black/African American,Female,false,false,45,false,None,OAKLAND,Traffic Violation,No license plates,Equipment Violation,VC 5200(A) DISPLAY LIC PLATES WRONG (I),,,1|2|5|18,Incident to arrest,Warrant arrest,,,None,,,,Custodial arrest pursuant to outstanding warrant,,,37.85042701,-122.260818
BPD000022386,1,12/02/2020,00:14,10,false,,Vehicle,"Patrol, traffic enforcement, field operations",600 block of Addison St,Berkeley,false,,,,,false,Black/African American,Male,false,false,25,false,None,RICHMOND,Traffic Violation,Running stop sign,Moving Violation,VC 22450(A) FAIL STOP VEH:XWALK/ETC (I),,,24,,,,,None,,,,No action,,,37.86591571,-122.3011326
BPD000022389,1,12/02/2020,01:57,60,false,,Vehicle,"Patrol, traffic enforcement, field operations",900 block of Ashby Ave,Berkeley,false,,,,,false,White,Male,false,false,50,false,None,BERKELEY,Traffic Violation,Stolen vehicle,Moving Violation,VC 10851(A) TAKE VEH W/O OWNER CONSNT (M),,,1|5|6|8|18|20,Incident to arrest,Incident to arrest for stolen vehicle,,,Suspected stolen property,,,,In-field cite and release,VC 10851(A) TAKE VEH W/O OWNER CONSNT (M),,37.85112617,-122.2909831
BPD000022388,1,12/02/2020,03:32,15,false,,Vehicle,"Patrol, traffic enforcement, field operations",1700 block of Martin Luther King Jr Way,Berkeley,false,,,,,false,Black/African American,Male,false,false,38,false,None,MODESTO,Traffic Violation,Expired tags,Equipment Violation,VC 5204(A) EXPIRED TABS/FAIL DISPLAY (I),,,24,,,,,None,,VC 5204(A) EXPIRED TABS/FAIL DISPLAY (I),,Warning (verbal or written),,,37.87576532,-122.273497
BPD000022387,1,12/02/2020,02:41,10,false,,Vehicle,"Patrol, traffic enforcement, field operations",1800 block of Oregon St,Berkeley,false,,,,,false,Black/African American,Male,false,false,59,false,None,BERKELEY,Traffic Violation,No plates,Equipment Violation,VC 5202 LICENSE PLATE DISPLAY VIO (I),,,24,,,,,None,,,,Field interview card completed,,,37.85696195,-122.2728187
BPD000022398,1,12/02/2020,18:04,2,true,,Pedestrian,"Patrol, traffic enforcement, field operations",1500 block of University Ave,Berkeley,false,,,,,true,Black/African American,Male,false,false,40,false,None,BERKELEY,Investigation to determine whether person was truant,Refused to leave private property,,,,,24,,,,,None,,PC 602 TRESPASSING (M),,Warning (verbal or written)|Field interview card completed,,,37.87043267,-122.2800228
BPD000022399,1,12/02/2020,20:24,6,true,,Pedestrian,"Patrol, traffic enforcement, field operations",2000 block of Hearst Ave,Berkeley,false,,,,,true,White,Female,false,false,40,false,None,Unknown,Reasonable suspicion,Trespassing in front of doorway,,,PC 602 TRESPASSING (M),Matched suspect description,24,,,,,None,,,,No action,,,37.87362827,-122.2705964
BPD000022401,1,12/02/2020,21:43,15,false,,Vehicle,"Patrol, traffic enforcement, field operations",2700 block of Shattuck Ave,Berkeley,false,,,,,false,Middle Eastern/South Asian,Male,false,false,25,false,None,FREMONT,Traffic Violation,Unsafe lane change,Moving Violation,VC 21658(A) UNSAFE LANE CHANGE/ETC (I),,,24,,,,,None,,,VC 5200(A) DISPLAY LIC PLATES WRONG (I),Citation for infraction,,,37.85876028,-122.2669304
BPD000022409,1,12/03/2020,00:59,20,false,,Vehicle,"Patrol, traffic enforcement, field operations",1100 block of Allston Way,Berkeley,false,,,,,false,Black/African American,Male,false,false,25,false,None,BERKELEY,Traffic Violation,"Speeding, 55 in 30",Moving Violation,VC 22350 UNSAFE SPEED:PREVAIL COND (I),,,24,,,,,None,,,,No action,,,37.86645591,-122.2906693
BPD000022410,1,12/03/2020,02:05,5,false,,Vehicle,"Patrol, traffic enforcement, field operations",2100 block of San Pablo Ave,Berkeley,false,,,,,false,Black/African American,Male,false,false,30,false,None,BERKELEY,Traffic Violation,Traffic stop,Moving Violation,VC 4000(A)(1) NO REG:VEH/TRAILER/ETC (I),,,24,,,,,None,,,,No action,,,37.86705367,-122.2913627
BPD000022412,1,12/03/2020,03:34,10,false,,Vehicle,"Patrol, traffic enforcement, field operations",2400 block of San Pablo Av,Berkeley,false,,,,,false,Hispanic/Latino,Male,false,false,30,false,None,BERKELEY,Traffic Violation,Expired,Equipment Violation,VC 5204(A) EXPIRED TABS/FAIL DISPLAY (I),,,24,,,,,None,,,,No action,,,37.86252149,-122.2901254
BPD000022411,1,12/03/2020,02:31,30,false,,Vehicle,"Patrol, traffic enforcement, field operations",2900 block of 9th St,Berkeley,false,,,,,true,Black/African American,Male,false,false,55,false,None,ALAMEDA,Traffic Violation,License plate of wrong vehicle on this vehicle,Equipment Violation,VC 5200(A) DISPLAY LIC PLATES WRONG (I),,,1|2|4|5|6|17|22,,,,,None,,,VC 14601.1(A) DRIVE:LIC SUSPENDED/ETC (M),Citation for infraction,,,37.85180221,-122.2894538
BPD000022407,1,12/03/2020,00:39,5,false,,Vehicle,"Patrol, traffic enforcement, field operations",1100 block of University Ave,Berkeley,false,,,,,false,Hispanic/Latino,Male,false,false,25,false,None,BERKELEY,Traffic Violation,Traffic,Moving Violation,VC 22350 UNSAFE SPEED:PREVAIL COND (I),,,24,,,,,None,,,VC 22350 UNSAFE SPEED:PREVAIL COND (I),Citation for infraction,,,37.86981157,-122.2913479
BPD000022408,1,12/03/2020,00:52,5,false,,Vehicle,"Patrol, traffic enforcement, field operations",1000 block of Cedar St,Berkeley,false,,,,,true,White,Male,false,false,36,false,None,BERKELEY,Traffic Violation,Traffic,Equipment Violation,VC 4000(A)(1) NO REG:VEH/TRAILER/ETC (I),,,24,,,,,None,,,VC 4000(A)(1) NO REG:VEH/TRAILER/ETC (I),Citation for infraction,,,37.87496606,-122.2953985
BPD000022419,2,12/03/2020,22:25,20,true,,Vehicle,"Patrol, traffic enforcement, field operations",1700 block of Hopkins St,Berkeley,false,,,,,false,White,Female,false,true,40,false,None,BERKELEY,Reasonable suspicion,Drug Use in car,,,HS 11364(A) POSS UNLAW PARAPHERNALIA (M),Matched suspect description|Actions indicative of a drug transaction,1|20|18,Visible contraband|Odor of contraband,Search of vehicle due to meth use,,,Drug paraphernalia,,HS 11359 POSS MARIJUANA FOR SALE (F),,Warning (verbal or written),,,37.8835902,-122.278077
BPD000022420,1,12/03/2020,23:56,5,false,,Vehicle,"Patrol, traffic enforcement, field operations",3200 block of Adeline St,Berkeley,false,,,,,false,Black/African American,Male,false,false,55,false,None,BERKELEY,Traffic Violation,Traffic,Moving Violation,VC 22350 UNSAFE SPEED:PREVAIL COND (I),,,24,,,,,None,,,VC 5200(A) DISPLAY LIC PLATES WRONG (I) | VC 4000(A)(1) NO REG:VEH/TRAILER/ETC (I),Citation for infraction,,,37.85002939,-122.2710539
BPD000022419,1,12/03/2020,22:25,20,true,,Vehicle,"Patrol, traffic enforcement, field operations",1700 block of Hopkins St,Berkeley,false,,,,,false,White,Male,false,false,45,false,None,BERKELEY,Reasonable suspicion,Traffic people doing drugs in the car,,,HS 11377(A) POSS CONTROLLED SUBSTANCE (F),Matched suspect description|Actions indicative of a drug transaction,5|18|20,Visible contraband,Search of person/ car due to meth use,,,Drug paraphernalia,,HS 11364(A) POSS UNLAW PARAPHERNALIA (M),,Warning (verbal or written),,,37.8835902,-122.278077
BPD000022418,1,12/03/2020,12:52,8,false,,Pedestrian,"Patrol, traffic enforcement, field operations",2600 block of Telegraph Ave,Berkeley,false,,,,,true,White,Male,false,false,50,false,None,BERKELEY,Reasonable suspicion,Open container,,,BP 25620 POSS OPEN ALCOHOL:PUBLIC (I),Officer witnessed commission of a crime,4,,,,,Alcohol,,,BP 25620 POSS OPEN ALCOHOL:PUBLIC (I),Citation for infraction,,,37.86308815,-122.2585632
BPD000022417,1,12/03/2020,18:10,10,false,,Vehicle,"Patrol, traffic enforcement, field operations",1400 block of University Ave,Berkeley,false,,,,,false,White,Female,false,false,30,false,None,BERKELEY,Traffic Violation,"Driver pulled out in front of oncoming traffic when light turned green, nearly causing a collision.",Moving Violation,VC 21801(A) FT/YIELD BE4 LEFT/U-TURN (I),,,24,,,,,None,,,VC 21801(A) FT/YIELD BE4 LEFT/U-TURN (I),Citation for infraction,,,37.87037588,-122.2830079
BPD000022414,1,12/03/2020,13:35,14,true,,Pedestrian,"Patrol, traffic enforcement, field operations",2800 block of Adeline St,Berkeley,false,,,,,true,Black/African American,Male,false,false,50,false,None,OAKLAND,Reasonable suspicion,Petty theft suspect,,,,Matched suspect description,5,,,,,Other contraband or evidence,Stolen merchandise,,,In-field cite and release,PC 484(A) PETTY THEFT (M),,37.85712943,-122.2682681
BPD000022413,1,12/03/2020,04:00,30,true,,Pedestrian,"Patrol, traffic enforcement, field operations",2000 block of Center St,Berkeley,false,,,,,true,Black/African American,Male,false,true,30,false,None,Unknown,Reasonable suspicion,Subject wanted to self commit,,,AA NA - XX COMMUNITY CARETAKING (X),Other reasonable suspicion of a crime,4|17|18,Consent given|Officer safety/safety of others,Search for officer safety incident to ambulance  transport,,,None,,,,Psychiatric hold (W&I Code 5150 or 5585.20),,,37.87015685,-122.2691863
BPD000022416,1,12/03/2020,17:03,5,true,,Pedestrian,"Patrol, traffic enforcement, field operations",1900 block of Shattuck Ave,Berkeley,false,,,,,true,Hispanic/Latino|White,Female,false,false,50,false,None,BERKELEY,Reasonable suspicion,Staff advised subject was trespassing.,,,PC 602 TRESPASSING (M),Witness or victim ID of suspect at the scene,24,,,,,None,,PC 602 TRESPASSING (M),,Warning (verbal or written),,,37.87235022,-122.2684958
BPD000022415,1,12/03/2020,14:30,45,true,,Pedestrian,"Patrol, traffic enforcement, field operations",2000 block of Woolsey St,Berkeley,false,,,,,true,Asian,Male,false,false,25,false,None,BERKELEY,Reasonable suspicion,Crisis line reported subject who called in regarding crisis,,,AA NA - XX COMMUNITY CARETAKING (X),Other reasonable suspicion of a crime,17,,,,,None,,,,No action,,,37.85221796,-122.2667555
BPD000022442,1,12/04/2020,20:47,30,false,,Pedestrian,"Patrol, traffic enforcement, field operations",2100 block of Virginia St,Berkeley,false,,,,,true,Middle Eastern/South Asian,Male,false,false,45,false,None,BERKELEY,Knowledge of outstanding arrest warrant/wanted person,Known to be wanted for felony,,,,,5|6|18|21,Incident to arrest,Incident to arrest,Contraband,Drugs/narcotics|Drug paraphernalia,Drugs/narcotics|Drug paraphernalia,,,,Custodial arrest pursuant to outstanding warrant,,,37.87686404,-122.2673445
BPD000022441,1,12/04/2020,22:43,2,false,,Vehicle,"Patrol, traffic enforcement, field operations",2900 block of Regent St,Berkeley,false,,,,,false,White,Male,false,false,65,false,None,Out Of State City,Traffic Violation,License plate obstructed by trailer hitch and plate was unreadable,Equipment Violation,VC 5201(D) OBSTRUCT OF LIC PLATE (I),,,24,,,,,None,,VC 5201(D) OBSTRUCT OF LIC PLATE (I),,Warning (verbal or written),,,37.85649863,-122.2567902
BPD000022440,1,12/04/2020,22:38,20,false,,Vehicle,"Patrol, traffic enforcement, field operations",2000 block of Addison St,Berkeley,false,,,,,false,White,Female,false,false,40,false,None,BERKELEY,Traffic Violation,Headlamps not on,Moving Violation,VC 24400 HEADLAMP:OPR/AMT/SIZE:VIO (I),,,1|18|20,Condition of parole/probation/PRCS/mandatory supervision,,,,None,,VC 24400 HEADLAMP:OPR/AMT/SIZE:VIO (I),,Warning (verbal or written),,,37.87115453,-122.2705587
BPD000022966,1,12/04/2020,21:41,10,true,,Pedestrian,"Patrol, traffic enforcement, field operations",2100 block of San Pablo Ave,Berkeley,false,,,,,false,White,Male,false,false,60,false,None,BERKELEY,Reasonable suspicion,Call about a male who appeared to drunk and disturbing passerby’s,,,PC 647(F) DISORD CONDUCT:ALCOHOL (M),Matched suspect description,24,,,,,None,,PC 647(F) DISORD CONDUCT:ALCOHOL (M),,Warning (verbal or written),,,37.87252563,-122.2709711
BPD000022436,1,12/04/2020,19:58,20,true,,Pedestrian,"Patrol, traffic enforcement, field operations",2300 block of Shattuck Ave,Berkeley,false,,,,,true,White,,true,false,40,false,None,BERKELEY,Reasonable suspicion,Chasing people,,,AA NA - XX COMMUNITY CARETAKING (X),Other reasonable suspicion of a crime,5|6,,,,,None,,,,Custodial arrest without warrant,,PC 647(F) DISORD CONDUCT:ALCOHOL (M),37.86674487,-122.2675683
BPD000022444,1,12/04/2020,22:57,3,true,,Vehicle,"Patrol, traffic enforcement, field operations",1100 block of Addison St,Berkeley,false,,,,,false,Black/African American,Male,false,false,60,false,None,BERKELEY,Reasonable suspicion,RP called in stating that a suspicious vehicle was parked out front his house. He stated that there are needles and drugs outside the vehicle.,,,HS 11351.5 POSS/PUR COKE BASE F/SALE (F),Matched suspect description,24,,,,,None,,,,No action,,,37.86828393,-122.2907673
BPD000022443,1,12/04/2020,22:53,5,true,,Pedestrian,"Patrol, traffic enforcement, field operations",2000 block of Rose St,Berkeley,false,,,,,false,Asian,Male,false,false,23,false,None,ALBANY,Reasonable suspicion,Seen running away from bank,,,PC 211 ROBBERY (F),Other reasonable suspicion of a crime,4,,,,,None,,,,No action,,,37.88141601,-122.2711269
BPD000022439,1,12/04/2020,20:53,10,true,,Pedestrian,"Patrol, traffic enforcement, field operations",1800 block of University Ave,Berkeley,false,,,,,true,Hispanic/Latino,Female,false,false,22,false,None,VALLEJO,Reasonable suspicion,Refuse to leave,,,PC 602 TRESPASSING (M),Matched suspect description|Witness or victim ID of suspect at the scene,4,,,,,None,,PC 602 TRESPASSING (M),,Warning (verbal or written),,,37.87089426,-122.2750869
BPD000022426,1,12/04/2020,09:25,6,false,,Vehicle,"Patrol, traffic enforcement, field operations",2700 block of Shattuck Ave,Berkeley,false,,,,,true,White,Female,false,false,25,false,None,BERKELEY,Traffic Violation,Had phone in hands while driving,Moving Violation,VC 23123.5(A) NO HND HLD DEVICE W/DRIVE (I),,,24,,,,,None,,,VC 4000(A) NO REG:VEH/TRAILER/ETC (I) | VC 23123.5(A) NO HND HLD DEVICE W/DRIVE (I),Citation for infraction,,,37.86023403,-122.2674319
BPD000022427,1,12/04/2020,09:38,5,false,,Vehicle,"Patrol, traffic enforcement, field operations",1600 block of Ashby Ave,Berkeley,false,,,,,false,Black/African American,Male,false,false,28,false,None,BERKELEY,Traffic Violation,Phone in hands while driving,Moving Violation,VC 23123.5(A) NO HND HLD DEVICE W/DRIVE (I),,,24,,,,,None,,,VC 23123.5(A) NO HND HLD DEVICE W/DRIVE (I),Citation for infraction,,,37.85392945,-122.2745469
BPD000022432,1,12/04/2020,18:43,20,true,,Pedestrian,"Patrol, traffic enforcement, field operations",2500 block of Ellsworth St,Berkeley,false,,,,,true,Black/African American,Male,false,false,40,false,None,BERKELEY,Reasonable suspicion,vandalism,,,PC 594(A) VANDALISM (M),Matched suspect description,5|20|18,Condition of parole/probation/PRCS/mandatory supervision,,,,None,,,,No action,,,37.86434742,-122.2629478
BPD000022425,1,12/04/2020,04:15,30,false,,Vehicle,"Patrol, traffic enforcement, field operations",5800 block of San Pablo Ave,Emeryville,false,,,,,false,White,Female,false,false,34,false,None,RICHMOND,Traffic Violation,Traffic,Equipment Violation,VC 4000(A) NO REG:VEH/TRAILER/ETC (I),,,1|5|20|18,Condition of parole/probation/PRCS/mandatory supervision,,,,Drugs/narcotics,,,VC 14601.1(A) DRIVE:LIC SUSPENDED/ETC (M) | VC 4000(A)(1) NO REG:VEH/TRAILER/ETC (I),Citation for infraction,,,37.84121762,-122.282916
BPD000022425,2,12/04/2020,04:15,30,false,,Vehicle,"Patrol, traffic enforcement, field operations",5800 block of San Pablo Ave,Emeryville,false,,,,,false,Black/African American,Male,false,false,56,false,None,OAKLAND,Traffic Violation,Traffic,Equipment Violation,VC 4000(A)(1) NO REG:VEH/TRAILER/ETC (I),,,1|18|20,Condition of parole/probation/PRCS/mandatory supervision,,,,None,,,,Custodial arrest pursuant to outstanding warrant,,,37.84121762,-122.282916
BPD000022430,1,12/04/2020,14:38,5,true,,Pedestrian,"Patrol, traffic enforcement, field operations",1700 block of 7th St,Berkeley,false,,,,,true,Hispanic/Latino,Male,false,false,45,false,None,BERKELEY,Reasonable suspicion,Rummaging through old RV,,,PC 602 TRESPASSING (M),Matched suspect description,24,,,,,None,,,,No action,,,37.87109111,-122.2973185
BPD000022433,1,12/04/2020,19:45,20,true,,Pedestrian,"Patrol, traffic enforcement, field operations",2900 block of Newbury St,Berkeley,false,,,,,true,Black/African American,Male,false,false,50,false,None,BERKELEY,Reasonable suspicion,Matched subj description. Checked subj to assess medical needs. Medical refused.,,,PC 415(1) FIGHT IN PUBLIC PLACE (M),Matched suspect description,5|16|18,Condition of parole/probation/PRCS/mandatory supervision,,,,None,,,,No action,,,37.85636921,-122.2675524
BPD000022431,1,12/04/2020,17:17,5,true,,Pedestrian,"Patrol, traffic enforcement, field operations",1800 block of Solano Ave,Berkeley,false,,,,,true,Black/African American,Male,false,false,50,false,None,BERKELEY,Reasonable suspicion,Trespasser refusing to leave,,,PC 602 TRESPASSING (M),Matched suspect description|Officer witnessed commission of a crime|Witness or victim ID of suspect at the scene,24,,,,,None,,PC 602 TRESPASSING (M),,Warning (verbal or written)|Field interview card completed,,,37.8908742,-122.2789325
BPD000022428,1,12/04/2020,09:51,3,true,,Pedestrian,"Patrol, traffic enforcement, field operations",1000 block of Cedar St,Berkeley,false,,,,,true,White,Male,false,false,60,false,None,BERKELEY,Reasonable suspicion,Yelling at passerby’s,,,AA NA - XX COMMUNITY CARETAKING (X),Other reasonable suspicion of a crime,24,,,,,None,,,,No action,,,37.87508131,-122.294349
BPD000022429,1,12/04/2020,11:36,30,true,,Pedestrian,"Patrol, traffic enforcement, field operations",2700 block of Russell St,Berkeley,false,,,,,true,Black/African American,Male,false,false,50,false,Mental Health Condition,BERKELEY,Reasonable suspicion,Call for service. Erratic behavior and destruction of property.,,,AA NA - XX COMMUNITY CARETAKING (X),Other reasonable suspicion of a crime,5|18|20,Officer safety/safety of others,Subject was seen with hammer. Officer safety and safety of paramedics.,,,None,,,,Psychiatric hold (W&I Code 5150 or 5585.20),,,37.85832901,-122.252856
BPD000022424,1,12/04/2020,02:39,5,false,,Vehicle,"Patrol, traffic enforcement, field operations",2700 block of Telegraph Ave,Berkeley,false,,,,,false,Black/African American,Male,false,false,25,false,None,BERKELEY,Traffic Violation,Traffic stop,Moving Violation,VC 21453(A) FAIL STOP LINE/ETC AT RED (I),,,24,,,,,None,,,,No action,,,37.85989531,-122.2590649
BPD000022434,1,12/04/2020,19:48,6,false,,Vehicle,"Patrol, traffic enforcement, field operations",800 block of Folger Ave,Berkeley,false,,,,,false,Hispanic/Latino,Male,false,false,55,true,None,OAKLAND,Traffic Violation,RAN RED LIGHT,Moving Violation,VC 21457(A) FAIL STOP:FLASH RED LIGHT (I),,,6,,,,,None,,VC 21457(A) FAIL STOP:FLASH RED LIGHT (I),,Warning (verbal or written),,,37.85021591,-122.2908967
BPD000022438,2,12/04/2020,22:00,20,true,,Pedestrian,"Patrol, traffic enforcement, field operations",2800 block of 9th St,Berkeley,false,,,,,false,Black/African American,Male,false,false,25,true,None,BERKELEY,Reasonable suspicion,This person was walking with the driver who match the suspects description,,,PC 417.3 EXH F/ARM PRES VEH OCCUPT (F),Witness or victim ID of suspect at the scene,5,,,,,None,,,,No action,,,37.85322236,-122.2895168
BPD000022435,1,12/04/2020,19:55,5,false,,Vehicle,"Patrol, traffic enforcement, field operations",1200 block of Ashby Ave,Berkeley,false,,,,,false,Middle Eastern/South Asian|White,Male,false,false,24,false,None,PINOLE,Traffic Violation,SPEEDING,Moving Violation,VC 22350 UNSAFE SPEED:PREVAIL COND (I),,,6,,,,,None,,VC 22350 UNSAFE SPEED:PREVAIL COND (I),,Warning (verbal or written),,,37.85231062,-122.285776
BPD000022438,1,12/04/2020,22:00,20,true,,Pedestrian,"Patrol, traffic enforcement, field operations",2800 block of 9th St,Berkeley,false,,,,,false,Middle Eastern/South Asian,Male,false,false,25,false,None,BERKELEY,Reasonable suspicion,RP stated that the driver of the vehicle brandished a firearm at him,,,PC 417.3 EXH F/ARM PRES VEH OCCUPT (F),Matched suspect description,5,,,,,None,,,,No action,,,37.85322236,-122.2895168
BPD000022437,1,12/04/2020,22:15,20,true,,Pedestrian,"Patrol, traffic enforcement, field operations",900 block of Potter St,Berkeley,false,,,,,false,Middle Eastern/South Asian,Male,false,false,25,false,None,BERKELEY,Reasonable suspicion,RP reported a firearm was brandished,,,PC 417.3 EXH F/ARM PRES VEH OCCUPT (F),Matched suspect description|Witness or victim ID of suspect at the scene,5|17,,,,,None,,,,No action,,,37.85187526,-122.2898772
BPD000022423,1,12/04/2020,00:47,2,true,,Pedestrian,"Patrol, traffic enforcement, field operations",2400 block of Hillside Ave,Berkeley,false,,,,,true,White,Female,false,false,45,false,Mental Health Condition,BERKELEY,Reasonable suspicion,Sub dumping out trash bins,,,PC 374.4 LITTER PUB/PRIVATE PROP (I),Officer witnessed commission of a crime|Matched suspect description,24,,,,,None,,PC 374.4 LITTER PUB/PRIVATE PROP (I),,Warning (verbal or written),,,37.86719235,-122.249181
BPD000022422,1,12/04/2020,21:06,55,true,,Vehicle,"Patrol, traffic enforcement, field operations",Piedmont Ave and Durant Ave,Berkeley,false,,,,,true,White,Male,false,false,60,false,None,CLAYTON,Reasonable suspicion,Involved in collision and left scene,,,VC 23152(A) DUI ALCOHOL (M),Other reasonable suspicion of a crime,20|5|3,Incident to arrest,Arrested,,,None,,,,Custodial arrest without warrant,,VC 23152(A) DUI ALCOHOL (M),37.86858457,-122.2522638
BPD000022421,1,12/04/2020,00:37,45,false,,Vehicle,"Patrol, traffic enforcement, field operations",3100 block of Martin Luther King Jr Way,Berkeley,false,,,,,true,Black/African American,Male,false,true,25,false,None,OAKLAND,Traffic Violation,Traffic,Equipment Violation,VC 4000(A)(1) NO REG:VEH/TRAILER/ETC (I),,,1|5|17|18|19|20,Condition of parole/probation/PRCS/mandatory supervision,,,,None,,,,Custodial arrest pursuant to outstanding warrant,,,37.85182597,-122.2706052
BPD000022472,1,12/05/2020,22:58,15,false,,Vehicle,"Patrol, traffic enforcement, field operations",2400 block of Grant St,Berkeley,false,,,,,false,Middle Eastern/South Asian,Male,false,false,20,false,None,BERKELEY,Traffic Violation,No lights on in hours of darkness,Equipment Violation,VC 38335 HEADLAMP VIOLATION (I),,,24,,,,,None,,VC 38335 HEADLAMP VIOLATION (I),,Warning (verbal or written),,,37.86347849,-122.2744759
